,gender,age,city,state,order_id,payment,order_date,delivery_date,price_per_unit,Sales_Quantity,total_price,product_type,product_name,size,colour,price,Products_Quantity,month,day
2304,Genderfluid,45,Edwardtown,Western Australia,878,50578,2021-03-31,2021-04-20,98,1,98,Jacket,Leather,L,green,113,71,March,Wednesday
2305,Genderfluid,45,Edwardtown,Western Australia,878,50578,2021-03-31,2021-04-20,115,3,345,Trousers,Cropped,XL,blue,99,51,March,Wednesday
2306,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,112,1,112,Jacket,Cardigan,S,blue,118,53,March,Thursday
2307,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,119,2,238,Jacket,Trench Coat,XL,blue,112,69,March,Thursday
2308,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,119,3,357,Jacket,Trench Coat,XS,red,112,78,March,Thursday
2309,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,98,2,196,Jacket,Leather,L,indigo,113,79,March,Thursday
2310,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,97,2,194,Trousers,Slim-Fit,L,yellow,119,64,March,Thursday
2311,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,93,2,186,Trousers,Joggers,XS,green,94,77,March,Thursday
2312,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,92,2,184,Shirt,Denim,L,red,115,52,March,Thursday
2313,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,118,1,118,Shirt,Flannel,XS,orange,96,42,March,Thursday
2314,Non-binary,31,Boyerland,New South Wales,123,17133,2021-03-04,2021-03-22,94,3,282,Shirt,Henley,S,yellow,92,70,March,Thursday
2315,Male,57,Parisianmouth,Queensland,571,23645,2021-02-02,2021-02-10,102,3,306,Jacket,Windbreaker,XL,green,109,71,February,Tuesday
2316,Male,57,Parisianmouth,Queensland,571,23645,2021-02-02,2021-02-10,93,2,186,Trousers,Joggers,M,violet,94,72,February,Tuesday
2317,Male,57,Parisianmouth,Queensland,571,23645,2021-02-02,2021-02-10,113,2,226,Trousers,Chinos,XS,orange,100,53,February,Tuesday
2318,Male,57,Parisianmouth,Queensland,571,23645,2021-02-02,2021-02-10,105,3,315,Shirt,Cuban Collar,XL,green,93,60,February,Tuesday
2319,Male,57,Parisianmouth,Queensland,571,23645,2021-02-02,2021-02-10,119,3,357,Shirt,Casual Slim Fit,M,violet,113,46,February,Tuesday
2320,Male,57,Parisianmouth,Queensland,571,23645,2021-02-02,2021-02-10,93,1,93,Jacket,Coach,L,red,115,80,February,Tuesday
2321,Male,57,Parisianmouth,Queensland,786,51344,2021-05-02,2021-05-08,91,3,273,Shirt,Linen,M,indigo,116,72,May,Sunday
2322,Male,57,Parisianmouth,Queensland,786,51344,2021-05-02,2021-05-08,104,1,104,Shirt,Dress,S,yellow,119,56,May,Sunday
2323,Male,57,Parisianmouth,Queensland,786,51344,2021-05-02,2021-05-08,112,2,224,Trousers,Tracksuit Bottoms,XS,violet,91,67,May,Sunday
2324,Male,57,Parisianmouth,Queensland,786,51344,2021-05-02,2021-05-08,102,2,204,Trousers,Cargo Pants,S,violet,106,79,May,Sunday
2325,Male,57,Parisianmouth,Queensland,786,51344,2021-05-02,2021-05-08,105,1,105,Trousers,Pleated,XS,blue,90,62,May,Sunday
2326,Male,57,Parisianmouth,Queensland,786,51344,2021-05-02,2021-05-08,119,3,357,Jacket,Trench Coat,S,blue,112,64,May,Sunday
2327,Male,57,Parisianmouth,Queensland,786,51344,2021-05-02,2021-05-08,113,1,113,Trousers,Chinos,XS,green,100,75,May,Sunday
2328,Male,61,Annaton,South Australia,2,50490,2021-02-03,2021-02-13,96,1,96,Trousers,Drawstring,XS,orange,104,41,February,Wednesday
2329,Male,61,Annaton,South Australia,2,50490,2021-02-03,2021-02-13,113,1,113,Jacket,Parka,S,blue,119,72,February,Wednesday
2330,Male,61,Annaton,South Australia,2,50490,2021-02-03,2021-02-13,115,3,345,Trousers,Cropped,S,orange,99,78,February,Wednesday
2331,Male,61,Annaton,South Australia,2,50490,2021-02-03,2021-02-13,105,1,105,Trousers,Pleated,S,orange,90,72,February,Wednesday
2332,Male,61,Annaton,South Australia,2,50490,2021-02-03,2021-02-13,91,3,273,Shirt,Linen,M,green,116,42,February,Wednesday
2333,Male,61,Annaton,South Australia,2,50490,2021-02-03,2021-02-13,99,2,198,Trousers,High-Waisted,XL,green,98,78,February,Wednesday
2334,Male,61,Annaton,South Australia,221,49366,2021-08-03,2021-08-17,117,3,351,Jacket,Shearling,XL,green,95,51,August,Tuesday
2335,Male,61,Annaton,South Australia,221,49366,2021-08-03,2021-08-17,109,2,218,Shirt,Mandarin Collar,L,violet,108,54,August,Tuesday
2336,Male,61,Annaton,South Australia,221,49366,2021-08-03,2021-08-17,119,3,357,Shirt,Casual Slim Fit,S,violet,113,50,August,Tuesday
2337,Male,61,Annaton,South Australia,221,49366,2021-08-03,2021-08-17,119,1,119,Jacket,Trench Coat,XS,red,112,78,August,Tuesday
2338,Non-binary,21,New Matildaville,South Australia,712,11718,2021-08-18,2021-08-29,96,1,96,Trousers,Drawstring,L,green,104,43,August,Wednesday
2339,Non-binary,21,New Matildaville,South Australia,712,11718,2021-08-18,2021-08-29,96,3,288,Trousers,Drawstring,L,red,104,73,August,Wednesday
2340,Non-binary,21,New Matildaville,South Australia,712,11718,2021-08-18,2021-08-29,96,2,192,Trousers,Drawstring,XL,violet,104,80,August,Wednesday
2341,Non-binary,21,New Matildaville,South Australia,712,11718,2021-08-18,2021-08-29,112,2,224,Trousers,Tracksuit Bottoms,M,yellow,91,80,August,Wednesday
2342,Non-binary,21,New Matildaville,South Australia,712,11718,2021-08-18,2021-08-29,93,1,93,Jacket,Coach,XS,blue,115,51,August,Wednesday
2343,Non-binary,21,New Matildaville,South Australia,712,11718,2021-08-18,2021-08-29,105,3,315,Trousers,Pleated,XL,indigo,90,45,August,Wednesday
2344,Non-binary,21,New Matildaville,South Australia,712,11718,2021-08-18,2021-08-29,107,3,321,Jacket,Denim,XS,violet,92,65,August,Wednesday
2345,Genderfluid,64,West Jackfort,South Australia,791,51003,2021-05-05,2021-05-21,106,3,318,Shirt,Chambray,M,green,105,56,May,Wednesday
2346,Genderfluid,64,West Jackfort,South Australia,791,51003,2021-05-05,2021-05-21,93,2,186,Jacket,Coach,XS,violet,115,58,May,Wednesday
2347,Genderfluid,64,West Jackfort,South Australia,791,51003,2021-05-05,2021-05-21,94,1,94,Shirt,Henley,XS,violet,92,50,May,Wednesday
2348,Genderfluid,64,West Jackfort,South Australia,791,51003,2021-05-05,2021-05-21,99,3,297,Trousers,High-Waisted,L,violet,98,68,May,Wednesday
2349,Genderfluid,64,West Jackfort,South Australia,791,51003,2021-05-05,2021-05-21,105,1,105,Trousers,Pleated,L,yellow,90,62,May,Wednesday
2350,Genderfluid,64,West Jackfort,South Australia,791,51003,2021-05-05,2021-05-21,119,1,119,Jacket,Trench Coat,XL,orange,112,71,May,Wednesday
2351,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,92,2,184,Shirt,Denim,XS,blue,115,76,May,Sunday
2352,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,94,1,94,Trousers,Cords,M,yellow,113,58,May,Sunday
2353,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,105,2,210,Trousers,Pleated,S,green,90,55,May,Sunday
2354,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,94,2,188,Trousers,Cords,M,indigo,113,52,May,Sunday
2355,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,109,3,327,Shirt,Mandarin Collar,XL,indigo,108,77,May,Sunday
2356,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,94,3,282,Trousers,Cords,S,orange,113,59,May,Sunday
2357,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,93,2,186,Trousers,Joggers,XS,orange,94,65,May,Sunday
2358,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,90,3,270,Trousers,Relaxed Leg,L,violet,95,47,May,Sunday
2359,Non-binary,71,Lake Lillyville,Northern Territory,351,37332,2021-05-02,2021-05-04,93,1,93,Trousers,Joggers,S,blue,94,50,May,Sunday
2360,Genderqueer,20,Mullerberg,Western Australia,572,34112,2021-01-01,2021-01-06,106,2,212,Shirt,Chambray,XS,violet,105,47,January,Friday
2361,Genderqueer,20,Mullerberg,Western Australia,572,34112,2021-01-01,2021-01-06,94,2,188,Trousers,Cords,S,violet,113,65,January,Friday
2362,Genderqueer,20,Mullerberg,Western Australia,572,34112,2021-01-01,2021-01-06,109,3,327,Shirt,Mandarin Collar,S,red,108,48,January,Friday
2363,Genderqueer,20,Mullerberg,Western Australia,572,34112,2021-01-01,2021-01-06,118,3,354,Shirt,Flannel,XS,blue,96,62,January,Friday
2364,Genderqueer,20,Mullerberg,Western Australia,657,31922,2021-07-22,2021-07-28,119,1,119,Jacket,Trench Coat,XS,red,112,78,July,Thursday
2365,Genderqueer,20,Mullerberg,Western Australia,657,31922,2021-07-22,2021-07-28,113,1,113,Jacket,Parka,S,blue,119,72,July,Thursday
2366,Genderqueer,20,Mullerberg,Western Australia,657,31922,2021-07-22,2021-07-28,99,3,297,Trousers,High-Waisted,XS,violet,98,72,July,Thursday
2367,Agender,63,East Joshua,Queensland,420,25541,2021-02-22,2021-03-19,107,1,107,Jacket,Denim,S,blue,92,56,February,Monday
2368,Agender,63,East Joshua,Queensland,420,25541,2021-02-22,2021-03-19,92,3,276,Shirt,Denim,XL,red,115,63,February,Monday
2369,Agender,63,East Joshua,Queensland,420,25541,2021-02-22,2021-03-19,95,2,190,Shirt,Polo,L,orange,117,63,February,Monday
2370,Agender,63,East Joshua,Queensland,420,25541,2021-02-22,2021-03-19,97,3,291,Trousers,Slim-Fit,XS,green,119,74,February,Monday
2371,Agender,63,East Joshua,Queensland,420,25541,2021-02-22,2021-03-19,100,3,300,Jacket,Bomber,XL,green,90,79,February,Monday
2372,Male,46,Port Lily,Australian Capital Territory,335,51638,2021-09-30,2021-10-24,98,2,196,Jacket,Leather,S,indigo,113,40,September,Thursday
2373,Male,46,Port Lily,Australian Capital Territory,335,51638,2021-09-30,2021-10-24,96,1,96,Shirt,Oxford Cloth,S,orange,114,72,September,Thursday
2374,Male,46,Port Lily,Australian Capital Territory,335,51638,2021-09-30,2021-10-24,91,2,182,Shirt,Linen,XS,red,116,61,September,Thursday
2375,Male,46,Port Lily,Australian Capital Territory,365,37396,2021-04-14,2021-04-25,91,3,273,Jacket,Pullover,XL,green,114,65,April,Wednesday
2376,Male,46,Port Lily,Australian Capital Territory,365,37396,2021-04-14,2021-04-25,98,2,196,Jacket,Leather,XL,yellow,113,67,April,Wednesday
2377,Male,46,Port Lily,Australian Capital Territory,365,37396,2021-04-14,2021-04-25,98,3,294,Shirt,Camp Collared,S,indigo,112,50,April,Wednesday
2378,Male,46,Port Lily,Australian Capital Territory,365,37396,2021-04-14,2021-04-25,98,1,98,Jacket,Leather,M,orange,113,80,April,Wednesday
2379,Male,46,Port Lily,Australian Capital Territory,365,37396,2021-04-14,2021-04-25,119,2,238,Shirt,Casual Slim Fit,XL,indigo,113,40,April,Wednesday
2380,Male,46,Port Lily,Australian Capital Territory,365,37396,2021-04-14,2021-04-25,100,3,300,Jacket,Bomber,XL,indigo,90,50,April,Wednesday
2381,Male,46,Port Lily,Australian Capital Territory,365,37396,2021-04-14,2021-04-25,92,2,184,Shirt,Denim,S,orange,115,69,April,Wednesday
2382,Male,46,Port Lily,Australian Capital Territory,502,57115,2021-02-18,2021-03-07,95,3,285,Shirt,Polo,XL,orange,117,43,February,Thursday
2383,Male,46,Port Lily,Australian Capital Territory,502,57115,2021-02-18,2021-03-07,97,2,194,Trousers,Slim-Fit,L,violet,119,58,February,Thursday
2384,Male,46,Port Lily,Australian Capital Territory,502,57115,2021-02-18,2021-03-07,105,3,315,Trousers,Pleated,XL,orange,90,69,February,Thursday
2385,Male,46,Port Lily,Australian Capital Territory,502,57115,2021-02-18,2021-03-07,115,3,345,Trousers,Cropped,M,blue,99,56,February,Thursday
2386,Male,46,Port Lily,Australian Capital Territory,502,57115,2021-02-18,2021-03-07,96,2,192,Shirt,Oxford Cloth,M,orange,114,77,February,Thursday
2387,Male,46,Port Lily,Australian Capital Territory,502,57115,2021-02-18,2021-03-07,119,1,119,Jacket,Trench Coat,XS,blue,112,59,February,Thursday
2388,Male,46,Port Lily,Australian Capital Territory,502,57115,2021-02-18,2021-03-07,119,3,357,Shirt,Casual Slim Fit,S,yellow,113,45,February,Thursday
2389,Agender,66,Port Lillian,Northern Territory,612,31877,2021-05-10,2021-05-12,94,1,94,Trousers,Cords,XS,blue,113,60,May,Monday
2390,Agender,66,Port Lillian,Northern Territory,612,31877,2021-05-10,2021-05-12,117,3,351,Jacket,Shearling,L,indigo,95,66,May,Monday
2391,Agender,66,Port Lillian,Northern Territory,612,31877,2021-05-10,2021-05-12,93,3,279,Jacket,Coach,XS,violet,115,58,May,Monday
2392,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,93,1,93,Jacket,Coach,XL,green,115,48,July,Saturday
2393,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,106,3,318,Trousers,Wool,XL,yellow,111,72,July,Saturday
2394,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,118,3,354,Jacket,Puffer,S,violet,110,46,July,Saturday
2395,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,93,1,93,Jacket,Coach,XL,orange,115,46,July,Saturday
2396,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,99,3,297,Trousers,High-Waisted,M,red,98,59,July,Saturday
2397,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,112,1,112,Jacket,Cardigan,XL,indigo,118,78,July,Saturday
2398,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,109,1,109,Shirt,Mandarin Collar,S,orange,108,52,July,Saturday
2399,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,94,3,282,Shirt,Henley,L,yellow,92,62,July,Saturday
2400,Polygender,59,West Phoenix,New South Wales,281,19908,2021-07-03,2021-07-15,104,3,312,Shirt,Dress,S,green,119,60,July,Saturday
2401,Male,57,Mollyland,New South Wales,457,52472,2021-03-04,2021-03-12,91,3,273,Jacket,Pullover,S,red,114,46,March,Thursday
2402,Male,57,Mollyland,New South Wales,457,52472,2021-03-04,2021-03-12,115,3,345,Trousers,Cropped,XL,violet,99,64,March,Thursday
2403,Male,57,Mollyland,New South Wales,457,52472,2021-03-04,2021-03-12,98,3,294,Jacket,Leather,L,green,113,71,March,Thursday
2404,Male,57,Mollyland,New South Wales,457,52472,2021-03-04,2021-03-12,109,1,109,Jacket,Peacoat,S,orange,102,73,March,Thursday
2405,Male,57,Mollyland,New South Wales,457,52472,2021-03-04,2021-03-12,113,3,339,Trousers,Chinos,L,yellow,100,65,March,Thursday
2406,Male,57,Mollyland,New South Wales,541,29630,2021-08-20,2021-08-22,118,3,354,Jacket,Puffer,M,violet,110,43,August,Friday
2407,Male,57,Mollyland,New South Wales,541,29630,2021-08-20,2021-08-22,119,1,119,Shirt,Casual Slim Fit,XS,red,113,49,August,Friday
2408,Male,57,Mollyland,New South Wales,541,29630,2021-08-20,2021-08-22,102,2,204,Trousers,Cargo Pants,S,orange,106,60,August,Friday
2409,Male,57,Mollyland,New South Wales,541,29630,2021-08-20,2021-08-22,113,1,113,Trousers,Chinos,M,green,100,49,August,Friday
2410,Male,57,Mollyland,New South Wales,865,24343,2021-07-27,2021-07-30,90,3,270,Trousers,Relaxed Leg,XS,red,95,52,July,Tuesday
2411,Bigender,62,Josephmouth,Queensland,115,12685,2021-04-11,2021-04-22,95,3,285,Shirt,Polo,XL,red,117,76,April,Sunday
2412,Bigender,62,Josephmouth,Queensland,115,12685,2021-04-11,2021-04-22,105,1,105,Trousers,Pleated,S,orange,90,72,April,Sunday
2413,Bigender,62,Josephmouth,Queensland,115,12685,2021-04-11,2021-04-22,98,1,98,Jacket,Leather,XL,yellow,113,67,April,Sunday
2414,Bigender,62,Josephmouth,Queensland,115,12685,2021-04-11,2021-04-22,106,1,106,Trousers,Wool,XL,red,111,58,April,Sunday
2415,Bigender,62,Josephmouth,Queensland,604,21635,2021-07-20,2021-08-13,94,3,282,Trousers,Cords,XL,indigo,113,70,July,Tuesday
2416,Bigender,62,Josephmouth,Queensland,604,21635,2021-07-20,2021-08-13,91,1,91,Shirt,Linen,XL,indigo,116,66,July,Tuesday
2417,Bigender,62,Josephmouth,Queensland,604,21635,2021-07-20,2021-08-13,91,2,182,Shirt,Linen,L,blue,116,70,July,Tuesday
2418,Bigender,62,Josephmouth,Queensland,604,21635,2021-07-20,2021-08-13,97,1,97,Trousers,Slim-Fit,XS,yellow,119,59,July,Tuesday
2419,Bigender,62,Josephmouth,Queensland,604,21635,2021-07-20,2021-08-13,92,2,184,Shirt,Denim,M,blue,115,58,July,Tuesday
2420,Bigender,62,Josephmouth,Queensland,604,21635,2021-07-20,2021-08-13,98,2,196,Shirt,Camp Collared,XS,blue,112,47,July,Tuesday
2421,Bigender,63,Port Natalie,Victoria,52,32155,2021-10-06,2021-10-29,102,3,306,Jacket,Windbreaker,S,red,109,54,October,Wednesday
2422,Bigender,63,Port Natalie,Victoria,52,32155,2021-10-06,2021-10-29,115,3,345,Trousers,Cropped,S,green,99,71,October,Wednesday
2423,Bigender,63,Port Natalie,Victoria,52,32155,2021-10-06,2021-10-29,102,1,102,Trousers,Cargo Pants,S,blue,106,63,October,Wednesday
2424,Bigender,63,Port Natalie,Victoria,52,32155,2021-10-06,2021-10-29,96,2,192,Shirt,Oxford Cloth,XL,yellow,114,50,October,Wednesday
2425,Bigender,63,Port Natalie,Victoria,405,51471,2021-08-09,2021-08-12,109,3,327,Shirt,Mandarin Collar,M,red,108,60,August,Monday
2426,Bigender,63,Port Natalie,Victoria,405,51471,2021-08-09,2021-08-12,104,3,312,Shirt,Dress,S,violet,119,69,August,Monday
2427,Bigender,63,Port Natalie,Victoria,405,51471,2021-08-09,2021-08-12,96,2,192,Trousers,Drawstring,M,blue,104,41,August,Monday
2428,Bigender,63,Port Natalie,Victoria,991,17535,2021-01-09,2021-01-16,97,1,97,Trousers,Slim-Fit,S,indigo,119,41,January,Saturday
2429,Bigender,63,Port Natalie,Victoria,991,17535,2021-01-09,2021-01-16,106,3,318,Shirt,Chambray,M,red,105,48,January,Saturday
2430,Bigender,63,Port Natalie,Victoria,991,17535,2021-01-09,2021-01-16,113,1,113,Trousers,Chinos,S,violet,100,64,January,Saturday
2431,Bigender,63,Port Natalie,Victoria,991,17535,2021-01-09,2021-01-16,96,1,96,Shirt,Oxford Cloth,L,green,114,52,January,Saturday
2432,Bigender,63,Port Natalie,Victoria,991,17535,2021-01-09,2021-01-16,97,2,194,Trousers,Slim-Fit,XS,indigo,119,74,January,Saturday
2433,Bigender,63,Port Natalie,Victoria,991,17535,2021-01-09,2021-01-16,106,1,106,Shirt,Chambray,XS,orange,105,76,January,Saturday
2434,Bigender,63,Port Natalie,Victoria,991,17535,2021-01-09,2021-01-16,105,3,315,Trousers,Pleated,XS,green,90,58,January,Saturday
2435,Bigender,32,Evansburgh,South Australia,988,27204,2021-02-04,2021-02-16,98,2,196,Jacket,Leather,M,orange,113,80,February,Thursday
2436,Bigender,32,Evansburgh,South Australia,988,27204,2021-02-04,2021-02-16,96,1,96,Shirt,Oxford Cloth,M,blue,114,57,February,Thursday
2437,Bigender,32,Evansburgh,South Australia,988,27204,2021-02-04,2021-02-16,91,2,182,Jacket,Pullover,L,indigo,114,50,February,Thursday
2438,Bigender,32,Evansburgh,South Australia,988,27204,2021-02-04,2021-02-16,106,2,212,Shirt,Chambray,S,indigo,105,59,February,Thursday
2439,Bigender,32,Evansburgh,South Australia,988,27204,2021-02-04,2021-02-16,93,3,279,Jacket,Coach,XL,orange,115,46,February,Thursday
2440,Bigender,32,Evansburgh,South Australia,988,27204,2021-02-04,2021-02-16,119,2,238,Jacket,Trench Coat,M,violet,112,61,February,Thursday
2441,Bigender,31,North Aidentown,Northern Territory,174,46769,2021-02-22,2021-03-17,99,1,99,Trousers,High-Waisted,XL,green,98,78,February,Monday
2442,Bigender,31,North Aidentown,Northern Territory,174,46769,2021-02-22,2021-03-17,93,3,279,Jacket,Coach,XL,red,115,46,February,Monday
2443,Bigender,31,North Aidentown,Northern Territory,174,46769,2021-02-22,2021-03-17,91,1,91,Jacket,Pullover,XS,indigo,114,78,February,Monday
2444,Bigender,31,North Aidentown,Northern Territory,230,54581,2021-08-31,2021-09-18,102,1,102,Trousers,Cargo Pants,S,indigo,106,48,August,Tuesday
2445,Bigender,31,North Aidentown,Northern Territory,230,54581,2021-08-31,2021-09-18,104,1,104,Shirt,Dress,S,green,119,60,August,Tuesday
2446,Bigender,31,North Aidentown,Northern Territory,230,54581,2021-08-31,2021-09-18,93,1,93,Jacket,Coach,M,indigo,115,64,August,Tuesday
2447,Agender,24,New Hannah,Australian Capital Territory,294,50667,2021-08-28,2021-09-15,98,1,98,Jacket,Leather,XL,yellow,113,67,August,Saturday
2448,Agender,24,New Hannah,Australian Capital Territory,294,50667,2021-08-28,2021-09-15,100,3,300,Jacket,Bomber,S,orange,90,49,August,Saturday
2449,Agender,24,New Hannah,Australian Capital Territory,294,50667,2021-08-28,2021-09-15,112,2,224,Trousers,Tracksuit Bottoms,S,green,91,72,August,Saturday
2450,Agender,24,New Hannah,Australian Capital Territory,294,50667,2021-08-28,2021-09-15,98,1,98,Shirt,Camp Collared,S,orange,112,62,August,Saturday
2451,Agender,24,New Hannah,Australian Capital Territory,294,50667,2021-08-28,2021-09-15,96,1,96,Shirt,Oxford Cloth,XS,indigo,114,61,August,Saturday
2452,Agender,24,New Hannah,Australian Capital Territory,294,50667,2021-08-28,2021-09-15,105,1,105,Trousers,Pleated,XL,indigo,90,45,August,Saturday
2453,Non-binary,78,Port Haydenchester,Western Australia,149,31490,2021-03-03,2021-03-14,107,1,107,Jacket,Denim,L,red,92,63,March,Wednesday
2454,Non-binary,78,Port Haydenchester,Western Australia,149,31490,2021-03-03,2021-03-14,98,3,294,Jacket,Leather,XL,blue,113,67,March,Wednesday
2455,Non-binary,78,Port Haydenchester,Western Australia,149,31490,2021-03-03,2021-03-14,96,1,96,Trousers,Drawstring,S,blue,104,48,March,Wednesday
2456,Non-binary,78,Port Haydenchester,Western Australia,149,31490,2021-03-03,2021-03-14,94,2,188,Shirt,Henley,XS,violet,92,50,March,Wednesday
2457,Non-binary,78,Port Haydenchester,Western Australia,149,31490,2021-03-03,2021-03-14,118,3,354,Shirt,Flannel,L,blue,96,44,March,Wednesday
2458,Genderqueer,73,Kiehnchester,Tasmania,579,15623,2021-03-28,2021-04-20,106,2,212,Shirt,Chambray,M,yellow,105,62,March,Sunday
2459,Genderqueer,73,Kiehnchester,Tasmania,579,15623,2021-03-28,2021-04-20,106,2,212,Trousers,Wool,XL,orange,111,56,March,Sunday
2460,Genderqueer,73,Kiehnchester,Tasmania,579,15623,2021-03-28,2021-04-20,118,1,118,Jacket,Puffer,M,blue,110,60,March,Sunday
2461,Genderqueer,73,Kiehnchester,Tasmania,579,15623,2021-03-28,2021-04-20,93,1,93,Trousers,Joggers,XL,yellow,94,69,March,Sunday
2462,Genderqueer,73,Kiehnchester,Tasmania,579,15623,2021-03-28,2021-04-20,104,1,104,Shirt,Dress,M,red,119,57,March,Sunday
2463,Genderqueer,73,Kiehnchester,Tasmania,579,15623,2021-03-28,2021-04-20,107,1,107,Jacket,Denim,XL,yellow,92,56,March,Sunday
2464,Genderqueer,73,Kiehnchester,Tasmania,802,52930,2021-10-05,2021-10-23,119,2,238,Jacket,Trench Coat,S,green,112,53,October,Tuesday
2465,Male,34,East Aidan,Australian Capital Territory,716,32660,2021-07-31,2021-08-26,102,2,204,Jacket,Windbreaker,S,yellow,109,66,July,Saturday
2466,Male,34,East Aidan,Australian Capital Territory,716,32660,2021-07-31,2021-08-26,115,3,345,Trousers,Cropped,XS,red,99,75,July,Saturday
2467,Male,34,East Aidan,Australian Capital Territory,716,32660,2021-07-31,2021-08-26,113,2,226,Jacket,Parka,XL,red,119,64,July,Saturday
2468,Male,34,East Aidan,Australian Capital Territory,716,32660,2021-07-31,2021-08-26,102,3,306,Trousers,Cargo Pants,XL,red,106,45,July,Saturday
2469,Male,34,East Aidan,Australian Capital Territory,716,32660,2021-07-31,2021-08-26,94,1,94,Trousers,Cords,S,green,113,78,July,Saturday
2470,Male,34,East Aidan,Australian Capital Territory,716,32660,2021-07-31,2021-08-26,113,2,226,Jacket,Parka,XS,violet,119,59,July,Saturday
2471,Male,34,East Aidan,Australian Capital Territory,931,12528,2021-06-04,2021-06-19,112,1,112,Trousers,Tracksuit Bottoms,S,green,91,72,June,Friday
2472,Male,34,East Aidan,Australian Capital Territory,931,12528,2021-06-04,2021-06-19,90,2,180,Trousers,Relaxed Leg,XS,yellow,95,44,June,Friday
2473,Genderqueer,56,Emilymouth,Northern Territory,67,52694,2021-05-22,2021-06-17,90,2,180,Trousers,Relaxed Leg,L,blue,95,61,May,Saturday
2474,Genderqueer,56,Emilymouth,Northern Territory,67,52694,2021-05-22,2021-06-17,91,2,182,Jacket,Pullover,L,indigo,114,50,May,Saturday
2475,Genderqueer,56,Emilymouth,Northern Territory,67,52694,2021-05-22,2021-06-17,107,2,214,Jacket,Denim,L,violet,92,50,May,Saturday
2476,Genderqueer,56,Emilymouth,Northern Territory,557,12905,2021-04-19,2021-04-24,113,3,339,Trousers,Chinos,XS,yellow,100,41,April,Monday
2477,Genderqueer,56,Emilymouth,Northern Territory,557,12905,2021-04-19,2021-04-24,106,3,318,Trousers,Wool,L,blue,111,79,April,Monday
2478,Genderqueer,56,Emilymouth,Northern Territory,557,12905,2021-04-19,2021-04-24,93,1,93,Trousers,Joggers,XS,blue,94,67,April,Monday
2479,Genderqueer,56,Emilymouth,Northern Territory,557,12905,2021-04-19,2021-04-24,94,3,282,Shirt,Henley,XS,red,92,62,April,Monday
2480,Genderqueer,56,Emilymouth,Northern Territory,557,12905,2021-04-19,2021-04-24,104,3,312,Shirt,Dress,S,violet,119,69,April,Monday
2481,Genderqueer,56,Emilymouth,Northern Territory,557,12905,2021-04-19,2021-04-24,105,2,210,Trousers,Pleated,S,blue,90,60,April,Monday
2482,Agender,37,South Hugoberg,Australian Capital Territory,516,20934,2021-05-21,2021-05-26,115,2,230,Trousers,Cropped,L,orange,99,79,May,Friday
2483,Agender,37,South Hugoberg,Australian Capital Territory,516,20934,2021-05-21,2021-05-26,115,2,230,Trousers,Cropped,M,orange,99,56,May,Friday
2484,Agender,37,South Hugoberg,Australian Capital Territory,516,20934,2021-05-21,2021-05-26,119,1,119,Shirt,Casual Slim Fit,XL,yellow,113,78,May,Friday
2485,Agender,37,South Hugoberg,Australian Capital Territory,516,20934,2021-05-21,2021-05-26,102,3,306,Trousers,Cargo Pants,S,red,106,63,May,Friday
2486,Polygender,74,Jaydenside,Victoria,423,34107,2021-06-12,2021-06-21,105,3,315,Shirt,Cuban Collar,S,indigo,93,41,June,Saturday
2487,Polygender,74,Jaydenside,Victoria,423,34107,2021-06-12,2021-06-21,99,2,198,Trousers,High-Waisted,M,indigo,98,61,June,Saturday
